protein1	protein2
Q9BYN0	Q06830
Q9BYN0	P63146
Q9BYN0	P42226
Q9BYN0	O60232
Q9BYN0	Q9BUF5
Q9BYN0	Q8N5M4
Q9BYN0	Q9Y6A5
Q9BYN0	O15355
Q9BYN0	O43865
Q9BYN0	O95218
Q9BYN0	P07951
Q9BYN0	O00625
Q9BYN0	Q16864
Q9BYN0	P23528
Q9BYN0	Q04726
Q9BYN0	Q6YHU6
Q9BYN0	Q70CQ2
O43865	Q9UG63
O43865	P63208
O43865	O75351
O43865	P63146
O43865	Q03393
O43865	P31274
O43865	Q96HN2
O43865	Q8N5M4
O43865	Q8IUG5
O43865	O15355
O43865	Q92688
O43865	Q96K21
O43865	A0MZ66
O43865	P30084
O43865	Q8N8X9
O43865	P39687
O43865	Q8NE31
O43865	P62837
O43865	O94827
O43865	O95218
O43865	Q92614
O43865	Q70CQ2
O43865	Q9BTT0
O43865	Q9BV19
O43865	Q9Y6R1
P00558	O15145
P00558	P04406
P00558	P06733
P00558	Q9NVV4
P00558	Q14103
P00558	P13929
P00558	Q9BV57
P00558	P22626
P00558	O60218
P00558	Q15637
P00558	P09104
P00558	P51991
Q9UGP4	O95561
Q9UGP4	O95835
Q9UGP4	Q9NRM7
Q9UGP4	Q9NR12
Q9UGP4	Q92561
P25713	P02766
P02766	Q9Y2D1
P02766	P02753
Q92754	Q719H9
Q92754	Q4ZG55
Q92754	P23771
Q92754	P10276
Q92754	P04155
Q719H9	Q9Y3B2
Q719H9	Q92481
Q719H9	Q96SI1
Q4ZG55	P10276
Q4ZG55	Q15648
Q4ZG55	P01100
Q4ZG55	P78527
Q4ZG55	P42224
Q4ZG55	P23771
Q4ZG55	P13631
P23771	P17947
P23771	Q06945
P23771	P10276
P23771	P25791
P23771	P56524
P23771	P04155
P23771	Q15648
P23771	P01100
P23771	P08047
P23771	P25800
P23771	P10242
P23771	P42224
P23771	Q9BZS1
P23771	Q8WW38
P23771	P13631
P23771	Q9BWE0
P10276	Q96EB6
P10276	O43707
P10276	P48552
P10276	Q01196
P10276	Q71SY5
P10276	P50148
P10276	P28702
P10276	P08047
P10276	Q93009
P10276	Q2M1K9
P10276	O14497
P10276	Q6STE5
P10276	P42224
P10276	Q15788
P10276	P19793
P10276	Q14254
P10276	A5YKK6
P10276	P48443
P10276	P04155
P10276	P13631
P10276	P01100
P10276	Q8IXJ9
P10276	Q92793
P10276	Q9Y6Q9
P10276	P51946
P10276	Q13887
P10276	Q13049
P10276	Q15648
P10276	Q9BQI9
P10276	P10826
P10276	P78527
P10276	Q15596
P10276	O15164
P10276	Q92831
P10276	P29590
P04155	P42224
P04155	P13631
P04155	P01100
P04155	Q15648
P04155	P78527
O00204	Q96Q35
O00204	O43704
O43704	Q06520
O75628	O43709
O43709	Q8NI27
O43709	Q14202
O43709	Q9Y297
O43709	Q9UI30
Q9NUG6	P61758
Q9NUG6	Q9NQP4
P61758	P40337
P61758	O60925
P61758	P14868
P61758	Q9H4A6
P61758	Q9NQW7
P61758	Q96GG9
P61758	Q63HM1
P61758	Q15046
P61758	Q96JK2
P61758	Q6PEY2
P61758	Q9NQP4
P61758	O15212
P61758	Q99471
Q9NQP4	O75679
Q9NQP4	O60925
Q9NQP4	Q9H4A6
Q9NQP4	Q9H0A8
Q9NQP4	Q14BN4
Q9NQP4	Q6PEY2
Q9NQP4	O15355
Q9NQP4	Q06210
Q9NQP4	Q9BWD1
Q9NQP4	P56537
Q9NQP4	Q9BVA0
Q9NQP4	Q9Y606
Q9NQP4	O15212
Q9NQP4	Q99471
Q96KQ4	Q9H3D4
Q96KQ4	P04637
Q96KQ4	Q8NHQ8
Q96KQ4	O15350
Q96KQ4	Q02833
Q9H3D4	Q8TDN4
Q9H3D4	Q00987
Q9H3D4	Q08999
Q9H3D4	Q92831
Q9H3D4	P04637
Q9H3D4	O15151
Q9H3D4	P38936
Q9H3D4	Q9UER7
Q9H3D4	O15350
Q9H3D4	Q8WUF5
Q9H3D4	Q13625
Q9H3D4	O96017
Q9H3D4	P46937
Q9H3D4	P23511
Q9H3D4	P29590
P04637	Q96EB6
P04637	P30405
P04637	Q92830
P04637	Q15672
P04637	Q13526
P04637	O75925
P04637	Q92843
P04637	Q8IWT3
P04637	Q8TEB7
P04637	Q9BV47
P04637	Q00987
P04637	Q9UBZ9
P04637	Q99728
P04637	P61086
P04637	Q15796
P04637	P25490
P04637	Q92793
P04637	Q8N2W9
P04637	Q92831
P04637	Q9UII4
P04637	P63146
P04637	O60477
P04637	P29590
P04637	P53355
P04637	Q16787
P04637	O15391
P04637	Q7Z6Z7
P04637	P67809
P04637	P09429
P04637	Q8IW41
P04637	Q9NQR1
P04637	O60481
P04637	Q9NRG4
P04637	Q03468
P04637	P17181
P04637	Q9NZC7
P04637	Q8IZD2
P04637	O43293
P04637	P08047
P04637	Q9UER7
P04637	Q07817
P04637	Q07820
P04637	Q9UM11
P04637	Q06609
P04637	P49459
P04637	Q9BVI0
P04637	Q14999
P04637	Q13043
P04637	P45984
P04637	Q13315
P04637	Q16611
P04637	Q13516
P04637	Q99497
P04637	Q9H4L4
P04637	O14867
P04637	P26583
P04637	P41182
P04637	Q9NS56
P04637	O95071
P04637	Q9HCK8
P04637	P10415
P04637	Q9UNF1
P04637	Q5T447
P04637	Q99684
P04637	P60484
P04637	P61956
P04637	P51587
P04637	O60260
P04637	O15151
P04637	P38936
P04637	O15350
P04637	Q9P0U3
P04637	P08218
P04637	Q8WUF5
P04637	Q07812
P04637	Q76N89
P04637	Q13625
P04637	O60729
P04637	Q8NEV1
P04637	Q6IC98
P04637	Q9NR09
P04637	Q13362
P04637	P34931
P04637	Q86Z02
P04637	Q9UNA4
P04637	P51959
P04637	P38646
P04637	P61088
P04637	P29323
P04637	Q13535
P04637	Q9UNH5
P04637	P78527
P04637	P0DMV9
P04637	O15164
P04637	P06748
P04637	Q96PM5
P04637	P11274
P04637	Q9H422
Q8NHQ8	Q13625
Q8NHQ8	Q96NE9
Q8NHQ8	Q9BYG5
Q8NHQ8	Q8TEW0
Q8NHQ8	P42127
O15350	O75925
O15350	Q13263
O15350	Q8TDN4
O15350	Q00987
O15350	P24864
O15350	Q92831
O15350	P06400
O15350	P29590
O15350	Q13625
O15350	P51959
O15350	O15151
O15350	Q9UER7
O15350	Q8WUF5
O15350	Q9H410
O15350	Q13049
O15350	P46937
Q02833	Q3T906
Q02833	Q13625
Q02833	Q96NE9
Q02833	Q8TEW0
Q2PPJ7	Q9NXC2
Q2PPJ7	Q9NYR9
Q2PPJ7	Q8WTU0
Q9NXC2	Q86X10
Q9NXC2	Q3B7J2
Q9NXC2	Q6GYQ0
Q9NXC2	Q9NYR9
Q9NYR9	Q86X10
Q9NYR9	Q3B7J2
Q9NYR9	Q6GYQ0
Q8WTU0	Q6ZVX7
Q8WTU0	Q9NQ35
Q8WTU0	Q9H9B4
Q8WTU0	Q8NDX5
Q8WTU0	Q92681
Q8WTU0	Q9NRJ3
Q9H501	Q9H0S4
Q9H501	Q9NYH9
Q9H501	Q13206
Q9H501	Q9ULW3
Q9H501	O00566
Q9H501	Q9NY61
Q9H501	Q15397
Q9H501	Q9Y2R4
Q9H501	Q9NQZ2
Q9H501	Q9Y2X3
Q9H501	Q5C9Z4
Q9H501	Q9H6R4
Q9H501	Q9NUL7
Q9H501	Q9H0A0
Q9H501	Q9Y5J1
Q9H501	Q9NVP1
Q9H501	Q9NY12
Q9H501	Q9H446
Q9H0S4	Q9NQZ2
Q9H0S4	Q9NVP1
Q9H0S4	Q9Y2X3
Q9H0S4	Q8NDT2
Q9H0S4	P84103
Q9H0S4	Q9BZE4
Q9H0S4	P62995
Q9H0S4	Q6RFH5
Q9H0S4	Q8NEJ9
Q9H0S4	P46087
Q9NYH9	P22087
Q9NYH9	Q9Y5J1
Q9NYH9	Q13601
Q9NYH9	Q13895
Q9NYH9	O43818
Q9NYH9	O00566
Q9NYH9	Q96EU6
Q9NYH9	Q9NQZ2
Q9NYH9	Q9H0A0
Q9NYH9	Q96G21
Q9NYH9	O00442
Q9NYH9	Q12788
Q9NYH9	Q8TED0
Q9NYH9	O15213
Q9NYH9	Q9NRX1
Q9NYH9	Q9ULW3
Q9NYH9	Q8NI36
Q9NYH9	Q9Y2P8
Q9NYH9	Q969X6
Q9NYH9	Q8IWA0
Q9NYH9	O76021
Q9NYH9	Q9UNX4
Q9NYH9	Q9Y324
Q9NYH9	Q9Y3A2
Q9NYH9	O00567
Q9NYH9	Q15269
Q9NYH9	Q8WWY3
Q9NYH9	Q5TAP6
Q9NYH9	Q9H583
Q9NYH9	Q8IY37
Q9NYH9	Q92979
Q9NYH9	Q9Y2X3
Q9NYH9	Q6IBS0
Q9NYH9	Q5C9Z4
Q9NYH9	Q9H6R4
Q9NYH9	Q9BVJ6
Q9NYH9	P55769
Q9NYH9	P78316
Q9NYH9	Q14692
Q9NYH9	Q15061
Q9NYH9	Q9H9Y2
Q9NYH9	Q9Y3A4
Q9NYH9	A6NHQ2
Q9NYH9	Q8NEJ9
Q9NYH9	Q9BSL1
Q9NYH9	Q9BSC4
Q9NYH9	Q9BVI4
Q9NYH9	Q9BRU9
Q9NYH9	P78345
Q9NYH9	Q5QJE6
Q13206	P22087
Q13206	Q9Y5J1
Q13206	Q13895
Q13206	Q9UKF6
Q13206	Q96EU6
Q13206	Q9NQZ2
Q13206	Q9NY93
Q13206	Q9NVP1
Q13206	Q9ULW3
Q13206	Q5C9Z4
Q13206	Q9H6R4
Q13206	P12277
Q13206	O00567
Q13206	Q15397
Q13206	Q9BVJ6
Q13206	Q13610
Q13206	Q8NEF9
Q13206	P42696
Q13206	Q9C0J8
Q13206	Q5TAP6
Q9ULW3	Q9Y5J1
Q9ULW3	Q13601
Q9ULW3	Q13895
Q9ULW3	Q96EU6
Q9ULW3	Q9Y6V7
Q9ULW3	Q9NVP1
Q9ULW3	P20226
Q9ULW3	Q9UNX4
Q9ULW3	Q68CQ4
Q9ULW3	Q5C9Z4
Q9ULW3	P78316
Q9ULW3	Q2KHN1
Q9ULW3	O43143
O00566	P22087
O00566	Q9Y5J1
O00566	Q13601
O00566	P25398
O00566	Q13895
O00566	O43818
O00566	Q12788
O00566	Q8TED0
O00566	O15213
O00566	Q9NRX1
O00566	Q8NI36
O00566	Q9Y2P8
O00566	Q969X6
O00566	Q96G21
O00566	Q8IWA0
O00566	O76021
O00566	Q9UNX4
O00566	Q9Y324
O00566	Q8N9T8
O00566	Q9Y3A2
O00566	O00567
O00566	Q15269
O00566	Q8WWY3
O00566	Q9NY61
O00566	Q5TAP6
O00566	Q9Y2R4
O00566	Q9H583
O00566	Q9BZE4
O00566	Q8IY37
O00566	Q92979
O00566	O00442
O00566	Q9NQZ2
O00566	Q68CQ4
O00566	Q9Y2X3
O00566	Q5C9Z4
O00566	Q9NZM5
O00566	Q9H6R4
O00566	O95373
O00566	Q9NY93
O00566	Q9BVJ6
O00566	P55769
O00566	P78316
O00566	Q14692
O00566	Q15061
O00566	Q9H9Y2
O00566	Q9Y3A4
O00566	Q9H0A0
O00566	A6NHQ2
O00566	Q8NEJ9
O00566	Q96IZ7
O00566	Q9NVP1
O00566	Q9BSC4
O00566	Q9BVI4
O00566	Q9BRU9
O00566	P78345
O00566	Q5QJE6
Q9NY61	Q13601
Q9NY61	Q99816
Q9NY61	Q9NY93
Q9NY61	Q9Y2X3
Q9NY61	Q9H6R4
Q9NY61	Q9Y3T9
Q9NY61	Q8N9T8
Q9NY61	Q969X6
Q9NY61	Q9BVI4
Q9NY61	Q8TDN6
Q9NY61	Q9BSC4
Q9NY61	Q15397
Q9NY61	Q8NEJ9
Q9NY61	Q9H7B2
Q9NY61	Q8NI36
Q9NY61	O43293
Q9NY61	Q12788
Q9NY61	Q9Y2R4
Q15397	Q1ED39
Q15397	P22087
Q15397	Q9NW13
Q15397	Q13601
Q15397	O43167
Q15397	O43818
Q15397	Q03701
Q15397	Q9NZM5
Q15397	O43159
Q15397	Q9NY93
Q15397	Q9NVP1
Q15397	P49711
Q15397	Q9Y2X3
Q15397	P06748
Q15397	Q9Y3T9
Q15397	Q15050
Q15397	Q8TDN6
Q15397	O00541
Q15397	Q9BXY0
Q15397	Q9BZE4
Q15397	Q9H9Y2
Q15397	P62424
Q15397	O75683
Q15397	P56537
Q15397	O00567
Q15397	Q9BQG0
Q15397	P46087
Q15397	Q9BVJ6
Q15397	Q12788
Q15397	P42696
Q15397	P62633
Q15397	Q8NI36
Q15397	Q96GQ7
Q15397	O76021
Q15397	Q9H7B2
Q15397	Q8NB50
Q15397	Q9Y2R4
Q15397	Q9BVP2
Q15397	Q6DKI1
Q15397	Q8IY81
Q15397	Q9GZR7
Q15397	Q8NDF8
Q15397	Q13610
Q15397	Q8N3Z6
Q9Y2R4	Q13601
Q9Y2R4	Q9NQZ2
Q9Y2R4	Q96G21
Q9Y2R4	Q9Y2X3
Q9Y2R4	Q9H6R4
Q9Y2R4	P17026
Q9Y2R4	Q9BRU9
Q9Y2R4	Q9Y3T9
Q9Y2R4	Q969X6
Q9Y2R4	Q9BVI4
Q9Y2R4	Q9Y324
Q9Y2R4	Q9BSC4
Q9Y2R4	O76021
Q9NQZ2	P22087
Q9NQZ2	Q9Y5J1
Q9NQZ2	Q13601
Q9NQZ2	Q13895
Q9NQZ2	O43818
Q9NQZ2	Q96EU6
Q9NQZ2	Q9Y6V7
Q9NQZ2	Q12788
Q9NQZ2	Q8TED0
Q9NQZ2	O15213
Q9NQZ2	Q9NRX1
Q9NQZ2	Q8NI36
Q9NQZ2	Q14746
Q9NQZ2	Q9Y2P8
Q9NQZ2	Q969X6
Q9NQZ2	Q96G21
Q9NQZ2	Q8IWA0
Q9NQZ2	O76021
Q9NQZ2	Q9UNX4
Q9NQZ2	Q9Y324
Q9NQZ2	Q9Y3A2
Q9NQZ2	O00567
Q9NQZ2	Q15269
Q9NQZ2	Q8WWY3
Q9NQZ2	Q86U38
Q9NQZ2	Q5TAP6
Q9NQZ2	Q9H583
Q9NQZ2	Q9BZE4
Q9NQZ2	Q8IY37
Q9NQZ2	Q92979
Q9NQZ2	O00442
Q9NQZ2	Q68CQ4
Q9NQZ2	Q9Y2X3
Q9NQZ2	Q5C9Z4
Q9NQZ2	Q9H6R4
Q9NQZ2	Q9BVJ6
Q9NQZ2	P55769
Q9NQZ2	P78316
Q9NQZ2	Q8NDD1
Q9NQZ2	Q9NUL7
Q9NQZ2	Q14692
Q9NQZ2	Q15061
Q9NQZ2	Q9H9Y2
Q9NQZ2	Q9Y3A4
Q9NQZ2	Q9H0A0
Q9NQZ2	A6NHQ2
Q9NQZ2	Q8NEJ9
Q9NQZ2	Q9NVP1
Q9NQZ2	Q9BSC4
Q9NQZ2	Q9BVI4
Q9NQZ2	Q9BRU9
Q9NQZ2	P78345
Q9NQZ2	Q5QJE6
Q9NQZ2	O43143
Q9Y2X3	P22087
Q9Y2X3	Q9NW13
Q9Y2X3	Q9Y5J1
Q9Y2X3	Q13601
Q9Y2X3	P25398
Q9Y2X3	Q13895
Q9Y2X3	O43818
Q9Y2X3	Q03701
Q9Y2X3	O95777
Q9Y2X3	Q9UK45
Q9Y2X3	Q8NAV1
Q9Y2X3	Q9H0A0
Q9Y2X3	Q9NY93
Q9Y2X3	Q96G21
Q9Y2X3	Q96RS0
Q9Y2X3	O00442
Q9Y2X3	Q9GZL7
Q9Y2X3	O75691
Q9Y2X3	Q9NVP1
Q9Y2X3	Q9NRX1
Q9Y2X3	Q12788
Q9Y2X3	Q8TED0
Q9Y2X3	Q9NWK9
Q9Y2X3	P42696
Q9Y2X3	O15213
Q9Y2X3	P18124
Q9Y2X3	Q15050
Q9Y2X3	Q8NI36
Q9Y2X3	Q9NVN8
Q9Y2X3	Q9Y2P8
Q9Y2X3	P56537
Q9Y2X3	P83876
Q9Y2X3	Q49A26
Q9Y2X3	Q969X6
Q9Y2X3	Q96GQ7
Q9Y2X3	Q8IWA0
Q9Y2X3	O76021
Q9Y2X3	Q9UNX4
Q9Y2X3	Q9Y3T9
Q9Y2X3	Q17RG1
Q9Y2X3	Q9Y324
Q9Y2X3	Q8N9T8
Q9Y2X3	Q9Y3A2
Q9Y2X3	O00567
Q9Y2X3	Q15269
Q9Y2X3	Q9NX24
Q9Y2X3	Q86U38
Q9Y2X3	Q96BK5
Q9Y2X3	Q9NR30
Q9Y2X3	Q9NX01
Q9Y2X3	O60684
Q9Y2X3	Q5TAP6
Q9Y2X3	Q9H1D9
Q9Y2X3	Q9H583
Q9Y2X3	Q9BZE4
Q9Y2X3	Q9BVP2
Q9Y2X3	Q8IY37
Q9Y2X3	Q14137
Q9Y2X3	P52294
Q9Y2X3	Q92979
Q9Y2X3	Q96NC0
Q9Y2X3	O94906
Q9Y2X3	Q9Y4Z0
Q9Y2X3	Q5JTH9
Q9Y2X3	Q8N8A6
Q9Y2X3	Q9H6R4
Q9Y2X3	Q8WTT2
Q9Y2X3	P36915
Q9Y2X3	Q9GZR2
Q9Y2X3	Q9BVJ6
Q9Y2X3	Q14978
Q9Y2X3	P55769
Q9Y2X3	Q6RFH5
Q9Y2X3	Q8IY81
Q9Y2X3	Q9GZR7
Q9Y2X3	P78316
Q9Y2X3	Q14692
Q9Y2X3	P62310
Q9Y2X3	Q15061
Q9Y2X3	Q9H9Y2
Q9Y2X3	O00541
Q9Y2X3	Q9Y3A4
Q9Y2X3	Q13610
Q9Y2X3	Q9Y3B9
Q9Y2X3	A6NHQ2
Q9Y2X3	Q8NEJ9
Q9Y2X3	Q96IZ7
Q9Y2X3	Q9BSC4
Q9Y2X3	Q9BVI4
Q9Y2X3	Q9BRU9
Q9Y2X3	P78345
Q9Y2X3	Q2TAY7
Q9Y2X3	P46087
Q9Y2X3	Q8TDN6
Q9Y2X3	Q5QJE6
Q9Y2X3	O43143
Q5C9Z4	Q9Y5J1
Q5C9Z4	Q13601
Q5C9Z4	O43818
Q5C9Z4	Q96EU6
Q5C9Z4	Q9H0A0
Q5C9Z4	Q969X6
Q5C9Z4	O76021
Q5C9Z4	Q9UNX4
Q5C9Z4	Q96BK5
Q5C9Z4	Q8NEJ9
Q5C9Z4	Q9BVI4
Q9H6R4	P22087
Q9H6R4	Q9Y5J1
Q9H6R4	Q13601
Q9H6R4	P25398
Q9H6R4	Q13895
Q9H6R4	O43818
Q9H6R4	Q9Y6V7
Q9H6R4	Q9H0A0
Q9H6R4	Q96G21
Q9H6R4	O00442
Q9H6R4	Q5VWQ0
Q9H6R4	O75691
Q9H6R4	Q9NVP1
Q9H6R4	Q9NRX1
Q9H6R4	Q15269
Q9H6R4	Q8TED0
Q9H6R4	Q12788
Q9H6R4	O15213
Q9H6R4	Q8NI36
Q9H6R4	Q9Y2P8
Q9H6R4	Q969X6
Q9H6R4	Q8IWA0
Q9H6R4	O76021
Q9H6R4	Q9UNX4
Q9H6R4	Q9Y3T9
Q9H6R4	Q9Y324
Q9H6R4	Q9Y3A2
Q9H6R4	O00567
Q9H6R4	Q5TAP6
Q9H6R4	Q9H583
Q9H6R4	Q8IY37
Q9H6R4	Q92979
Q9H6R4	Q68CQ4
Q9H6R4	Q9BVJ6
Q9H6R4	P55769
Q9H6R4	Q9GZR7
Q9H6R4	P78316
Q9H6R4	Q96NT1
Q9H6R4	Q14692
Q9H6R4	Q15061
Q9H6R4	Q9H9Y2
Q9H6R4	Q9Y3A4
Q9H6R4	Q96CD2
Q9H6R4	A6NHQ2
Q9H6R4	Q8NEJ9
Q9H6R4	Q96IZ7
Q9H6R4	Q9BSC4
Q9H6R4	Q9BVI4
Q9H6R4	Q9BRU9
Q9H6R4	P78345
Q9H6R4	P46087
Q9H6R4	Q5QJE6
Q9H6R4	O43143
Q9H6R4	Q96ME7
Q9NUL7	Q9NYY8
Q9NUL7	P38606
Q9NUL7	Q96E29
Q9NUL7	Q8IVS2
Q9NUL7	O75127
Q9NUL7	Q96CM3
Q9NUL7	Q9Y2Z4
Q9NUL7	Q9NPE2
Q9NUL7	O95900
Q9NUL7	Q15907
Q9NUL7	Q8NEJ9
Q9H0A0	P22087
Q9H0A0	Q9UG63
Q9H0A0	Q9Y5J1
Q9H0A0	Q13601
Q9H0A0	Q13895
Q9H0A0	O43818
Q9H0A0	Q12788
Q9H0A0	Q8TED0
Q9H0A0	O15213
Q9H0A0	Q9NRX1
Q9H0A0	P05455
Q9H0A0	Q8NI36
Q9H0A0	Q9Y2P8
Q9H0A0	Q969X6
Q9H0A0	Q96G21
Q9H0A0	Q8IWA0
Q9H0A0	O76021
Q9H0A0	Q9UNX4
Q9H0A0	Q9Y324
Q9H0A0	Q2NL82
Q9H0A0	Q9Y3A2
Q9H0A0	O00567
Q9H0A0	Q15269
Q9H0A0	Q8WWY3
Q9H0A0	Q5TAP6
Q9H0A0	Q9H583
Q9H0A0	Q8IY37
Q9H0A0	Q92979
Q9H0A0	O00442
Q9H0A0	Q04637
Q9H0A0	Q9BVJ6
Q9H0A0	P55769
Q9H0A0	P78316
Q9H0A0	Q14692
Q9H0A0	Q15061
Q9H0A0	Q9H9Y2
Q9H0A0	Q9Y3A4
Q9H0A0	Q96SB4
Q9H0A0	A6NHQ2
Q9H0A0	Q8NEJ9
Q9H0A0	O75691
Q9H0A0	Q9NVP1
Q9H0A0	Q9BSC4
Q9H0A0	Q9BVI4
Q9H0A0	Q9BRU9
Q9H0A0	P78345
Q9H0A0	P46087
Q9H0A0	Q5QJE6
Q9H0A0	Q9NXG2
Q9Y5J1	P22087
Q9Y5J1	Q12788
Q9Y5J1	Q8TED0
Q9Y5J1	O15213
Q9Y5J1	Q9NRX1
Q9Y5J1	Q13895
Q9Y5J1	Q8NI36
Q9Y5J1	Q9Y2P8
Q9Y5J1	Q969X6
Q9Y5J1	Q96G21
Q9Y5J1	Q8IWA0
Q9Y5J1	O76021
Q9Y5J1	Q9UNX4
Q9Y5J1	Q9Y324
Q9Y5J1	Q96EU6
Q9Y5J1	Q9Y3A2
Q9Y5J1	O00567
Q9Y5J1	Q15269
Q9Y5J1	Q8WWY3
Q9Y5J1	Q03164
Q9Y5J1	Q5TAP6
Q9Y5J1	Q9H583
Q9Y5J1	Q92979
Q9Y5J1	O00442
Q9Y5J1	Q8NEV1
Q9Y5J1	Q9BVJ6
Q9Y5J1	P55769
Q9Y5J1	P78316
Q9Y5J1	P25398
Q9Y5J1	Q14692
Q9Y5J1	Q13601
Q9Y5J1	Q15061
Q9Y5J1	Q9H9Y2
Q9Y5J1	Q9Y3A4
Q9Y5J1	O43818
Q9Y5J1	A6NHQ2
Q9Y5J1	Q8NEJ9
Q9Y5J1	Q96IZ7
Q9Y5J1	Q9BSC4
Q9Y5J1	Q9BVI4
Q9Y5J1	Q9BRU9
Q9Y5J1	P78345
Q9Y5J1	Q5QJE6
Q9NVP1	P22087
Q9NVP1	Q9NW13
Q9NVP1	Q9NY12
Q9NVP1	Q13601
Q9NVP1	Q13895
Q9NVP1	Q9NQ55
Q9NVP1	Q9BQ67
Q9NVP1	Q9Y221
Q9NVP1	Q9NY93
Q9NVP1	Q96G21
Q9NVP1	Q9GZL7
Q9NVP1	O75691
Q9NVP1	P18124
Q9NVP1	Q8NI36
Q9NVP1	Q49A26
Q9NVP1	P62424
Q9NVP1	O76021
Q9NVP1	Q9UNX4
Q9NVP1	Q9Y3T9
Q9NVP1	Q9H7B2
Q9NVP1	O00567
Q9NVP1	Q15269
Q9NVP1	Q9P287
Q9NVP1	Q9BVP2
Q9NVP1	Q14137
Q9NVP1	O94906
Q9NVP1	Q8WTT2
Q9NVP1	P36915
Q9NVP1	Q9BVJ6
Q9NVP1	Q8IY81
Q9NVP1	Q9GZR7
Q9NVP1	Q14692
Q9NVP1	Q9H9Y2
Q9NVP1	Q13610
Q9NVP1	Q9Y3B9
Q9NVP1	P61927
Q9NVP1	Q8TDN6
Q9NVP1	O43143
Q9NVP1	Q12788
Q9NVP1	Q9BXY0
Q9NVP1	Q15050
Q9NVP1	Q9NVN8
Q9NVP1	P56537
Q9NVP1	Q14684
Q9NVP1	Q5TAP6
Q9NVP1	Q9BZE4
Q9NVP1	Q8TEA1
Q9NVP1	P55769
Q9NVP1	Q6RFH5
Q9NVP1	P56182
Q9NVP1	O00541
Q9NVP1	Q9BSC4
Q9NVP1	P46087
Q9NVP1	O60524
Q9NY12	O95900
Q9NY12	Q6NT76
Q9NY12	Q8WWH5
Q9NY12	Q9NPE3
Q9NY12	Q2NL82
Q9NY12	Q9NX24
Q9NY12	Q5T280
Q9NY12	Q9UHI6
Q9NY12	Q6PI26
Q9NY12	Q92973
Q9NY12	Q99873
Q9H446	P55039
Q9H446	Q92616
Q9H446	Q9Y295
Q9Y6E7	P12236
Q9Y6E7	P05141
P12236	P62072
P12236	P61421
P12236	A2IDD5
P12236	Q3ZCQ8
P12236	Q9Y5J7
P12236	Q6NUK1
P05141	P12235
P05141	P61421
P05141	P18124
P05141	P08865
P05141	P62424
P05141	P45880
P05141	P10809
P05141	Q6NUK1
Q9UJA5	P17844
Q9UJA5	P05455
Q9UJA5	O43390
Q9UJA5	Q9BVS5
Q9UJA5	P42285
Q9UJA5	Q9Y4G6
Q9UJA5	Q96FX7
Q9UJA5	Q9Y606
Q9UJA5	Q5TDH0
Q9UJA5	P56192
Q9UJA5	Q9BVJ6
Q9UJA5	P49458
Q9UJA5	Q96QK1
Q9UJA5	Q9NVM6
Q9UJA5	P54920
Q9UJA5	Q14232
P17844	O95931
P17844	P22087
P17844	Q01780
P17844	Q8WWM7
P17844	P55795
P17844	Q9Y3A5
P17844	P61978
P17844	P84022
P17844	O43823
P17844	Q13151
P17844	Q9Y2W2
P17844	P49137
P17844	O94921
P17844	P52597
P17844	P31943
P17844	Q9BY44
P17844	Q99543
P17844	Q9UI26
P17844	Q9BQ52
P17844	O60506
P17844	Q07955
P17844	O43143
P17844	P33993
P17844	Q9H2U1
P17844	Q8N488
P17844	P20839
P17844	Q9UBU9
P17844	Q92793
P17844	Q9NRR4
P17844	Q9BZE4
P17844	Q92900
P17844	Q9Y224
P17844	Q16630
P17844	P31942
P17844	Q99496
P17844	O00425
P17844	Q08211
P17844	Q15797
P17844	Q8WYQ5
P17844	E9PAV3
P17844	Q12873
P17844	P49915
P17844	Q07666
P05455	Q8IV38
P05455	P19338
P05455	Q07864
P05455	Q8TDD1
P05455	Q9UQE7
P05455	Q8IZP0
P05455	Q01780
P05455	P07951
P05455	O00567
P05455	P42696
P05455	Q96GQ7
P05455	Q6RFH5
O43390	Q96AK3
O43390	Q13242
O43390	Q96KR1
O43390	Q5VWX1
O43390	Q9NQ29
O43390	Q9BXJ9
O43390	Q9BUQ8
O43390	Q07666
O43390	Q9UBU8
O43390	O75525
O43390	Q12905
O43390	Q08211
O43390	O60506
O43390	Q8NC51
O43390	Q9NR22
O43390	Q01780
O43390	P07384
O43390	Q14929
O43390	Q15014
O43390	Q92900
O43390	Q9Y4Z0
O43390	Q96SI9
Q9BVS5	Q9HA77
Q9BVS5	Q5BKU9
Q9BVS5	Q4G176
P42285	Q9NQT4
P42285	Q9NZW5
P42285	Q9NZN8
P42285	O95628
P42285	P67809
P42285	Q09161
P42285	P40425
P42285	P63151
P42285	Q00005
P42285	P62891
P42285	P18124
P42285	Q01780
P42285	P62424
P42285	P11940
P42285	Q9UNX4
P42285	Q9H7B2
P42285	Q13901
P42285	P07384
P42285	Q5RKV6
P42285	Q92600
P42285	P55060
P42285	Q99547
P42285	Q9BVP2
P42285	Q8IV38
P42285	P52298
P42285	Q9NZM5
P42285	Q13823
P42285	P18858
P42285	Q13310
P42285	Q96EH5
P42285	Q9Y3B2
P42285	Q8TF46
P42285	Q12962
P42285	P61927
P42285	Q8IZH2
P42285	O43143
P42285	Q8N3Z6
P42285	Q9UQ80
P42285	O60293
P42285	Q15050
P42285	Q9NVN8
